Go getting
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0x161ef8c89f0?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0x161f98ff128?, 0x161fbfd7688)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0x161ef8c89f0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0x161f98ff0e0, 0x161fbec2b40)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0x161f98ff0e0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0x161fb100008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0x161dc102070, 0x1, 0x1}, 0x161dc022b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0x161dbf0abb0?, {0x161dc102040?, 0x1?, 0x7fe417eaf108?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0x161dc102040?, 0x161dbec0700?, 0x161dbec0700?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0x161dbec0700?, {0x161dc102040?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0x161dc07c008, {0x161dc102040, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0x161dc07a008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0x161dc07a008}, {0x161dbf0fdb8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0x161dc07a008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_038/LLGo

compiling: client_go_039 (LLGo)
There was an error running "/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo test", output = Error: function (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]: function has 2 parameters in signature but has 1 after building
# Name: (k8s.io/apimachinery/pkg/util/sets.Set[any]).New[any]
# Synthetic: instance of New
# Location: /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath/pkg/mod/k8s.io/apimachinery@v0.36.2/pkg/util/sets/set.go:32:6
func (s Set[any]) New[any](items ...any) Set[any]:
0:                                                                entry P:0 S:0
	t0 = len(items)                                                     int
	t1 = make Set[any] t0                                          Set[any]
	t2 = (Set[any]).Insert(t1, items...)                           Set[any]
	return t1

panic: SanityCheck failed

goroutine 1 [running]:
golang.org/x/tools/go/ssa.mustSanityCheck(0xba12d3fc908, {0x0?, 0x0?})
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/sanity.go:51 +0x9a
golang.org/x/tools/go/ssa.(*Function).done.func1(0xba12d3fc908)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:417 +0x130
golang.org/x/tools/go/ssa.(*Function).done(0xba1323f4990?)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/func.go:420 +0x3c
golang.org/x/tools/go/ssa.(*builder).buildFunction(0xba115a0d9e8?, 0xba12d3fc908)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2930 +0x192
golang.org/x/tools/go/ssa.(*builder).iterate(0xba1323f4990)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/builder.go:2914 +0x25
golang.org/x/tools/go/ssa.(*Program).MethodValue(0xba115a0d9a0, 0xba12c9223c0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/methods.go:84 +0x1da
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2-range1(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:80
go/types.(*MethodSet).Methods.func1(...)
	/home/runner/go/pkg/mod/golang.org/toolchain@v0.0.1-go1.27.0.linux-amd64/src/go/types/iter.go:115
golang.org/x/tools/go/ssa/ssautil.AllFunctions.func2(...)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:77
golang.org/x/tools/go/ssa/ssautil.AllFunctions(0xba115a0d9a0)
	/home/runner/go/pkg/mod/golang.org/x/tools@v0.50.0/go/ssa/ssautil/visit.go:140 +0x58e
github.com/xgo-dev/llgo/internal/build.recordPackageSSAInstructions(0xba11d9cf408)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:3544 +0x1cd
github.com/xgo-dev/llgo/internal/build.Build({{0xba1041c8030, 0x1, 0x1}, 0xba104162b48, {0x0, 0x0}, 0x0, 0x0})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:823 +0x3b7c
github.com/xgo-dev/llgo/internal/build.Do(...)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/internal/build/build.go:456
github.com/xgo-dev/llgo/cmd/internal/test.runCmd(0xba104130b70?, {0xba1041c8000?, 0x1?, 0x7fe161ab82f8?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/internal/test/test.go:75 +0x445
main.(*Cmd_test).Main.func1({0xba1041c8000?, 0xba10419e600?, 0xba10419e600?})
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/test_cmd.gox:27 +0x2f
github.com/goplus/cobra/xcmd.(*Command).Run__1.func1(0xba10419e600?, {0xba1041c8000?, 0x4?, 0xcf978c?})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:87 +0x25
github.com/goplus/cobra.(*Command).execute(0xba1041c2008, {0xba1041c8000, 0x4, 0x4})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1019 +0xb23
github.com/goplus/cobra.(*Command).ExecuteC(0xba1041c0008)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1148 +0x450
github.com/goplus/cobra.(*Command).Execute(...)
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/command.go:1071
github.com/goplus/cobra/xcmd.Gopt_App_Main({0x1778a38, 0xba1041c0008}, {0xba103fb9db8, 0xd, 0xd})
	/home/runner/go/pkg/mod/github.com/goplus/cobra@v1.9.12/xcmd/classfile.go:133 +0x270
main.(*App).Main(0xba1041c0008)
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/main_app.gox:17 +0x545
main.main()
	/home/runner/work/benchmarks/benchmarks/.ci/llgo/cmd/llgo/cmd/llgo/version_cmd.gox:34 +0x1f
 DISABLING build client_go_039/LLGo

compiling: client_go_040 (LLGo)

compiling: zap_001 (LLGo)

compiling: zap_002 (LLGo)

compiling: zap_003 (LLGo)

compiling: zap_004 (LLGo)

compiling: zap_005 (LLGo)

compiling: zap_006 (LLGo)

compiling: zap_007 (LLGo)

compiling: zap_008 (LLGo)

compiling: zap_009 (LLGo)

compiling: zap_010 (LLGo)

compiling: zap_011 (LLGo)

compiling: gorm_001 (LLGo)

compiling: gorm_002 (LLGo)

compiling: gorm_003 (LLGo)

compiling: gorm_004 (LLGo)

compiling: gorm_005 (LLGo)

compiling: workiva_001 (LLGo)

compiling: workiva_002 (LLGo)

compiling: workiva_003 (LLGo)

compiling: workiva_004 (LLGo)

compiling: workiva_005 (LLGo)

compiling: workiva_006 (LLGo)

compiling: workiva_007 (LLGo)

compiling: workiva_008 (LLGo)

compiling: workiva_009 (LLGo)

compiling: workiva_010 (LLGo)

compiling: workiva_011 (LLGo)

compiling: workiva_012 (LLGo)

compiling: workiva_013 (LLGo)

compiling: workiva_014 (LLGo)

compiling: workiva_015 (LLGo)

compiling: workiva_016 (LLGo)

compiling: workiva_017 (LLGo)

compiling: workiva_018 (LLGo)

compiling: workiva_019 (LLGo)

compiling: workiva_020 (LLGo)

compiling: workiva_021 (LLGo)

compiling: workiva_022 (LLGo)

compiling: workiva_023 (LLGo)

compiling: workiva_024 (LLGo)

compiling: workiva_025 (LLGo)

compiling: workiva_026 (LLGo)

compiling: workiva_027 (LLGo)

compiling: workiva_028 (LLGo)

compiling: toml_001 (LLGo)

compiling: semver_001 (LLGo)

compiling: bitset_001 (LLGo)

compiling: humanize_001 (LLGo)

compiling: uuid_001 (LLGo)

........................................................................................................................................................................................................

shortname: zap_001
toolchain: LLGo

shortname: etcd_pkg_011
toolchain: LLGo

shortname: workiva_018
toolchain: LLGo

shortname: protobuf_015
toolchain: LLGo

shortname: workiva_009
toolchain: LLGo

shortname: zap_011
toolchain: LLGo

shortname: etcd_pkg_004
toolchain: LLGo

shortname: client_go_021
toolchain: LLGo

shortname: gonum_036
toolchain: LLGo

shortname: bitset_001
toolchain: LLGo

shortname: protobuf_008
toolchain: LLGo

shortname: gonum_002
toolchain: LLGo

shortname: gonum_005
toolchain: LLGo

shortname: gonum_024
toolchain: LLGo

shortname: protobuf_009
toolchain: LLGo

shortname: toml_001
toolchain: LLGo

shortname: gorm_005
toolchain: LLGo

shortname: protobuf_012
toolchain: LLGo

shortname: gonum_015
toolchain: LLGo

shortname: workiva_021
toolchain: LLGo

shortname: protobuf_016
toolchain: LLGo

shortname: gonum_048
toolchain: LLGo

shortname: gorm_004
toolchain: LLGo

shortname: protobuf_030
toolchain: LLGo

shortname: protobuf_010
toolchain: LLGo

shortname: etcd_client_pkg_002
toolchain: LLGo

shortname: workiva_022
toolchain: LLGo

shortname: protobuf_033
toolchain: LLGo

shortname: zap_002
toolchain: LLGo

shortname: gorm_001
toolchain: LLGo

shortname: gonum_008
toolchain: LLGo

shortname: gonum_011
toolchain: LLGo

shortname: gonum_046
toolchain: LLGo

shortname: gonum_042
toolchain: LLGo

shortname: workiva_006
toolchain: LLGo

shortname: etcd_client_pkg_005
toolchain: LLGo

shortname: gonum_044
toolchain: LLGo

shortname: protobuf_035
toolchain: LLGo

shortname: gonum_009
toolchain: LLGo

shortname: gonum_023
toolchain: LLGo

shortname: workiva_027
toolchain: LLGo

shortname: zap_009
toolchain: LLGo

shortname: etcd_pkg_014
toolchain: LLGo

shortname: client_go_035
toolchain: LLGo

shortname: protobuf_032
toolchain: LLGo

shortname: client_go_030
toolchain: LLGo

shortname: workiva_008
toolchain: LLGo

shortname: gonum_037
toolchain: LLGo

shortname: workiva_003
toolchain: LLGo

shortname: gonum_022
toolchain: LLGo

shortname: gonum_050
toolchain: LLGo

shortname: client_go_040
toolchain: LLGo

shortname: protobuf_029
toolchain: LLGo

shortname: zap_007
toolchain: LLGo

shortname: gonum_049
toolchain: LLGo

shortname: gonum_019
toolchain: LLGo

shortname: protobuf_017
toolchain: LLGo

shortname: workiva_025
toolchain: LLGo

shortname: etcd_pkg_012
toolchain: LLGo

shortname: client_go_007
toolchain: LLGo

shortname: etcd_api_002
toolchain: LLGo

shortname: workiva_014
toolchain: LLGo

shortname: gorm_003
toolchain: LLGo

shortname: gonum_033
toolchain: LLGo

shortname: gonum_045
toolchain: LLGo

shortname: zap_005
toolchain: LLGo

shortname: etcd_api_001
toolchain: LLGo

shortname: gonum_001
toolchain: LLGo

shortname: gonum_028
toolchain: LLGo

shortname: etcd_client_pkg_001
toolchain: LLGo

shortname: gonum_026
toolchain: LLGo

shortname: protobuf_014
toolchain: LLGo

shortname: protobuf_003
toolchain: LLGo

shortname: workiva_017
toolchain: LLGo

shortname: etcd_client_pkg_007
toolchain: LLGo

shortname: gonum_032
toolchain: LLGo

shortname: gonum_006
toolchain: LLGo

shortname: workiva_010
toolchain: LLGo

shortname: protobuf_023
toolchain: LLGo

shortname: zap_008
toolchain: LLGo

shortname: gonum_040
toolchain: LLGo

shortname: gonum_013
toolchain: LLGo

shortname: gonum_039
toolchain: LLGo

shortname: protobuf_018
toolchain: LLGo

shortname: gonum_030
toolchain: LLGo

shortname: gorm_002
toolchain: LLGo

shortname: protobuf_027
toolchain: LLGo

shortname: gonum_038
toolchain: LLGo

shortname: protobuf_021
toolchain: LLGo

shortname: etcd_pkg_010
toolchain: LLGo

shortname: protobuf_020
toolchain: LLGo

shortname: gonum_034
toolchain: LLGo

shortname: etcd_pkg_015
toolchain: LLGo

shortname: gonum_010
toolchain: LLGo

shortname: gonum_003
toolchain: LLGo

shortname: gonum_029
toolchain: LLGo

shortname: gonum_004
toolchain: LLGo

shortname: gonum_031
toolchain: LLGo

shortname: etcd_pkg_007
toolchain: LLGo

shortname: protobuf_007
toolchain: LLGo

shortname: protobuf_026
toolchain: LLGo

shortname: protobuf_004
toolchain: LLGo

shortname: gonum_025
toolchain: LLGo

shortname: workiva_011
toolchain: LLGo

shortname: zap_004
toolchain: LLGo

shortname: gonum_035
toolchain: LLGo

shortname: uuid_001
toolchain: LLGo

shortname: etcd_pkg_009
toolchain: LLGo

shortname: protobuf_005
toolchain: LLGo

shortname: workiva_005
toolchain: LLGo

shortname: protobuf_034
toolchain: LLGo

shortname: workiva_007
toolchain: LLGo

shortname: gonum_027
toolchain: LLGo

shortname: client_go_031
toolchain: LLGo

shortname: gonum_007
toolchain: LLGo

shortname: workiva_023
toolchain: LLGo

shortname: protobuf_013
toolchain: LLGo

shortname: protobuf_028
toolchain: LLGo

shortname: etcd_pkg_003
toolchain: LLGo

shortname: protobuf_031
toolchain: LLGo

shortname: protobuf_022
toolchain: LLGo

shortname: workiva_016
toolchain: LLGo

shortname: workiva_028
toolchain: LLGo

shortname: gonum_047
toolchain: LLGo

shortname: gonum_018
toolchain: LLGo

shortname: workiva_020
toolchain: LLGo

shortname: client_go_027
toolchain: LLGo

shortname: client_go_036
toolchain: LLGo

shortname: etcd_client_pkg_008
toolchain: LLGo

shortname: zap_006
toolchain: LLGo

shortname: workiva_012
toolchain: LLGo

shortname: etcd_pkg_006
toolchain: LLGo

shortname: etcd_pkg_005
toolchain: LLGo

shortname: etcd_api_003
toolchain: LLGo

shortname: etcd_client_pkg_004
toolchain: LLGo

shortname: protobuf_002
toolchain: LLGo

shortname: protobuf_025
toolchain: LLGo

shortname: workiva_019
toolchain: LLGo

shortname: protobuf_024
toolchain: LLGo

shortname: gonum_012
toolchain: LLGo

shortname: etcd_client_pkg_006
toolchain: LLGo

shortname: humanize_001
toolchain: LLGo

shortname: protobuf_001
toolchain: LLGo

shortname: gonum_017
toolchain: LLGo

shortname: workiva_024
toolchain: LLGo

shortname: client_go_033
toolchain: LLGo

shortname: client_go_028
toolchain: LLGo

shortname: gonum_016
toolchain: LLGo

shortname: workiva_013
toolchain: LLGo

shortname: workiva_004
toolchain: LLGo

shortname: workiva_026
toolchain: LLGo

shortname: etcd_client_pkg_003
toolchain: LLGo

shortname: etcd_pkg_013
toolchain: LLGo

shortname: gonum_020
toolchain: LLGo

shortname: zap_010
toolchain: LLGo

shortname: gonum_021
toolchain: LLGo

shortname: gonum_043
toolchain: LLGo

shortname: etcd_pkg_002
toolchain: LLGo

shortname: etcd_pkg_001
toolchain: LLGo

shortname: gonum_041
toolchain: LLGo

shortname: workiva_002
toolchain: LLGo

shortname: workiva_001
toolchain: LLGo

shortname: zap_003
toolchain: LLGo

shortname: etcd_pkg_008
toolchain: LLGo

shortname: protobuf_019
toolchain: LLGo

shortname: protobuf_011
toolchain: LLGo

shortname: protobuf_006
toolchain: LLGo

shortname: semver_001
toolchain: LLGo
Error running '(cd /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/build/semver_001; BENT_QUIET_RUN_OUTPUT=1 LLGO_BIN=/home/runner/work/benchmarks/benchmarks/.ci/llgo/llgo GOROOT_1_25_X64=/opt/hostedtoolcache/go/1.25.14/x64 LLGO_COMMIT=943120d1a36580b9ae329dad73ccff7bd0702033 GO_VERSION=1.26.2 LLGO_TAG=v1.0.4 'LLGO_COMPATIBILITY_CPU=AMD EPYC 7763 64-Core Processor' LLGO_REPOSITORY=xgo-dev/llgo GOROOT_1_24_X64=/opt/hostedtoolcache/go/1.24.13/x64 GOROOT_1_26_X64=/opt/hostedtoolcache/go/1.26.8/x64 GOWORK=off LLGO_ROOT=/home/runner/work/benchmarks/benchmarks/.ci/llgo GOPATH=/home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/gopath GOOS=linux GOARCH=amd64 GO111MODULE=auto ROOT=/home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility GOROOT=/opt/hostedtoolcache/go/1.26.2/x64/ BENT_DIR=/home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility BENT_PROFILES=/home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/bench/20260921T013811.LLGo.profiles BENT_CONFIG=LLGo BENT_BENCH=semver_001 BENT_I=0 BENT_BINARY=semver_001_LLGo /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/testjson --timeout 6m /home/runner/work/benchmarks/benchmarks/.ci/bent-compatibility/testbin/semver_001_LLGo -test.run=Test -test.bench=none -test.v=test2json -test.short -test.count=1 -test.timeout=5m )', stderr = , rc = 1

shortname: client_go_006
toolchain: LLGo

shortname: workiva_015
toolchain: LLGo

shortname: gonum_014
toolchain: LLGo
